date,platform,business_name,page_url,category,followers,email,phone,website,has_website,address,last_post_date,qualification_score,status,notes,follow_up_date,open_state,hours_text,deleted_at,saved_by_user_id,saved_by_user_name
2026-06-15 10:00:00,facebook,LastMonthTest,https://facebook.com/lastmonth-001,fashion,1000,,01711111199,,false,,,7,new,,,,,,,
2026-07-03,facebook,ExtractHangTest,https://facebook.com/extract-hang-001,fashion,1000,x@y.com,01711111199,https://x.com,true,,,7,trashed,Auto-extracted via web extractor.,2026-07-06,,,2026-07-03T23:55:56.214424,,
2026-07-03,facebook,BrowserTest,https://facebook.com/browser-test-001,fashion,1000,,,,false,,,7,trashed,Auto-extracted via web extractor.,,,,2026-07-03T23:55:56.421179,,
2026-07-03,facebook,RealisticSaveTest,https://facebook.com/realistic-save-001,fashion,1000,,,,false,,,7,trashed,Auto-extracted via web extractor.,,,,2026-07-03T23:55:56.520673,,
2026-07-03,facebook,FinalReal,https://facebook.com/finalreal-001,fashion,1000,,,,false,,,7,trashed,Test,,,,2026-07-03T23:55:56.544358,,
2026-07-03,facebook,This browser isn't supported,https://facebook.com/aquabatherapy,general,,,,,false,,,6,trashed,Auto-extracted via web extractor.,,,,2026-07-03T23:55:56.567417,,
2026-07-03,facebook,Al Haramain Perfumes Bangladesh,https://www.facebook.com/AlHaramainBangladesh,retail,"""226","164""",bd.online@alharamainperfumes.com,+8801922257777,https://alharamainperfumes.com/bangladesh,true,,,trashed,trashed,Auto-extracted via web extractor.,2026-07-06,,2026-07-04T01:33:41.899269,,
2026-07-03,facebook,Burger Xpress | Dhaka,https://www.facebook.com/share/14gg6U4DNFM,retail,"""78","406""",burgerxpressbd@gmail.com,,https://burgerxpress.bd/,true,"""Bashundhara",Kuwaiti Mosque Rd,Dhaka,"Dhaka""",,8,new,Auto-extracted via web extractor.,,
2026-07-04 00:33:40,facebook,RegularUserTest,https://facebook.com/regularuser-001,fashion,1000,,01711111200,,,,,7,trashed,,,,,2026-07-04T01:32:29.008465,7,Test User
2026-07-04 00:33:41,facebook,AdminUserTest,https://facebook.com/adminuser-001,fashion,1000,,01711111201,,,,,7,trashed,,,,,2026-07-04T01:32:29.081189,2,Jahid
